ID	Japanese	Phonetic	English	Tamil (transfer characters)	Tamil (Tamil characters)	French	Arabic	Chinese	German	Hindi	Indonesian	Persian	Russian	Spanish	Swahili 
1311	礼拝	らいはい	worship (n)	val̠ipāṭu	வழிபாடு	culte	ṣalāh	lǐbài	Kultus	pūjā	sembahjang	Parastesh	поклонение, почитание	culto	ibada
1312	巡礼	じゅんれい	pilgrim	yātrikar/yāttirai	யாத்ரிகர்/யாத்திரை	pèlerinage	ḥijjah, ḥijj	xúnlǐ	Pilgerschaft	tīrth-yātrā	ziarah, hadji	ziyārat, hajj	поломничество	peregrino(a)	haji, mhaji
1313	行事	ぎょうじ	event/function	vil̠ā	விழா	cérémonie publique	ḥaflah, 'iḥtifāl	shìqing	Verrichtung	sāmājik sanskār	peristiwa	tashrīfāt-e-rasmī	регулярное занятие	fiestas, ritual	sherehe, shangwe
1314	娯楽	ごらく	amusement/entertainment	kēḷikkai	கேளிக்கை	amusement, divertissement	tasliyah, tarfīh	yúlè	Vergnügung, Unterhaltung	manōranjan	kesenangan	tafrīh	развлечение	entretenimiento, diversión	mazungumzo, mchezo, uburudisho
1315	釣り	つり	fishing	mīn̠piṭi	மீன்பிடி	pêche	ṣaydu ssamak	diàoyú	Angeln	mātsya haraṇ	pantjing	māhī-gīrī	ужение	pesca 	kuvua samaki kwa mshipi
1316	魔術	まじゅつ	magic	mantiram	மந்திரம்	magie	siḥr	móshù	Magie	ṭōnā	sihir	jādū	волшебство, магия	magia	uchawi
1317	遊び	あそび	game/play	viḷaiyāṭṭu	விளையாட்டு	jeu	laʿb	yóuwán, wánr	Spiel	khēl	main	bāzī	игра	juego	mchezo  
1318	悪戯	いたずら	trick	tantiram	தந்திரம்	tour malin	laʿb	èzuòjù	Possen, Unart	kapaṭ	perbuatan kurang adjar	sheitānī	шалость, проказа	travesura	utundu, mzaha
1319	スポーツ	スポーツ	sport	viḷaiyāṭṭu	விளையாட்டு	sport	alʿāb riyāḍīyah	tǐyù	Sport	khēlkūd	olahraga	varzesh	спорт	deporte	mchezo, spoti
1320	身振り	みぶり	gesture	apinayam	அபிநயம்	geste	ḥarakatu ljism	shǒushì	Gebärde, Geste	ingit	isjarat	eshārāt	жест	ruido	ishara
1321	義務	ぎむ	duty	kaṭamai	கடமை	devoir	wājib	yìwù	Pflicht	kartavya	kewadjiban	vazīfeh	долг, обязанность	deber	wajibu
1322	権利	けんり	right	urimai	உரிமை	droit	ḥaqq	quánlì	Recht	adhikār	hak	haqq	право	derecho	haki
1323	身分	みぶん	status/social position	camūka nilai	சமூக நிலை	rang, position sociale	ḥālah	shēnfen	Stellung	pad	kedudukan	vaz( ejtemā(ī	социальное положение	posición social, rango	cheo
1324	資格	しかく	qualification	takuti	தகுதி	qualité	mu'ahhilāt	zīge	Befugnis	yōgyatā	sjarat	sharāet	квалификация	calidad	ruhusa
1325	経歴	けいれき	career	vāl̠kkaippayaṇam	வாழ்க்கைப்பயணம்	carrière	sīrah	jīnglì	Lebenslaufbahn	jīvan-vritti	djalan hidup	doureh-e-zendagānī	карьера	carrera	mwendo
1326	才能	さいのう	talent/capacity	cāmarttiyam	சாமர்த்தியம்	génie, talent, don	d̠akā', maqdarah	cáinéng	Talent, Begabung, Fähigkeit	kshamtā	bakat, ketjakapan	este(dād	талант, способность	genio, talento	akili, majaliwa
1327	礼儀	れいぎ	courtesy/manner	mariyātai	மரியாதை	courtoise, mannières	adab	lǐmào	Höflichkeit, Etikette	shiṣṭācār	budi bahasa	adab	этикет, приличия	cortesía	adabu, heshima
1328	賭け、賭博	かけ、とばく	gambling	cūtāṭṭam	சூதாட்டம்	jeu (d'argent)	qimār	dǔbó	Wette	jūā	perdjudian	qomār-bāzī	азарт, пари	juego	kamari
1329	用事	ようじ	errand/business	vēlai	வேலை	affaire, commission	muhimmah	shìqing	Geschäft	kām	urusan	kār 	поручение, дело	negocio	tume
1330	交際	つきあい、こうさい	intercourse/association	cērkkai	சேர்க்கை	relations, rapports	tazāwur, ḫārijīyah	jiāojì	Verkehr	samāgam	pergaulan	mo(āsharat	общение	relación, trato	urafiki
1331	会、会合	かい、かいごう	congregation	cantippu	சந்திப்பு	réunion, assemblée	ijtimāʿ, mu'tamar	huì, jíhuì	Versammlung	baiṭhak	rapat	ejtemā(	встреча, собрание, митинг	asamblea, reunión	mkutano
1332	宴会	えんかい	feast/banquet	viruntu	விருந்து	banquet, festin	ḥaflah 	yànhuì	Gastmahl, Schmaus	bhōj	pésta	ziyāfat	пир, банкет	banquete	karamu
1333	政治	せいじ	politics/goverment	araciyal	அரசியல்	politique	siyāsah	zhèngzhì	Regierung, Politik	rājnīti	pemerintahan	siyāsat	политика	política	mambo ya serikali,
1334	裁判	さいばん	trial/justice	nīti	நீதி	justice	muḥākamah	cáibàn	Gericht	vicāraṇ	peradilan	dādrasī	суд	tribunal, justicia	kesi, hukumu
1335	訴訟	そしょう	suit	val̠akku	வழக்கு	action (en justice), procès	daʿwā	sùsòng	Prozess	vyavahārwād	pengaduan	da(vā	процесс 	pleito	rufani, shauri
1336	分け前	わけまえ	share	paṅku	பங்கு	part	naṣīb	fènr	Anteil	bhāg	bagian	bahreh	часть, доля	parte	gawio, kiasi
1337	籤	くじ	lot	kalukkal	கலுக்கல்	sort	naṣīb, qurʿah	qiānz	Los	lāṭrī	undi	bakht-āzmāī	жребий	lotería	kura
1338	資本	しほん	capital	mūlatan̠am	மூலதனம்	capital 	ra'smāl	zīběn	Kapital, Geldmittel	pūnjī	modal	sarmāyeh	капитал	capital	rasili mali, fedha ya msingi
1339	財産	ざいさん	property	cottu	சோத்து	fortune, propriété	mulk	cáichǎn	Vermögen	sampatti	harta benda	dārāyī, amvāl	собственность, состояние	hacienda, fortuna	mali, rasili mali
1340	貨幣	かへい	coin/currency/money	paṇam	பணம்	monnaie, argent	sikkah	huòbì	Geldstück, Münze	mudrā	uang (logam)	sekkeh	монета	moneda	sarafu
1341	現金	げんきん	cash	paṇam, rokkam	பணம், ரோக்கம்	(argent) comptant, caisse	naqd	xiànkuǎn	Kasse	rōkaṛ	uang tunai	ejtemā`	наличные (деньги)	efectívo, dinero contante	nakidi, pesa ya mkononi, kesh
1342	給料	きゅうりょう	pay/salary	campaḷam	சம்பளம்	paye, salaire, appointements	rātib	xīnshuǐ	Lohn, Gehalt	vētan	gadji	huqūq	жалованье	salario, sueldo	mshahara, ujira
1343	賃金	ちんぎん	wages	kūli, campaḷam	கூலி, சம்பளம்	gages, paye, paie	ujrah	gōngzī	Lohn 	majdūrī	upah	mozd, ojrat	зарплата	gaje, paga	mshahara, ujira
1344	料金	りょうきん	charge/fee/rates	kaṭṭaṇam	கட்டணம்	tarif, prix, frais	ujrah	fèiyòng	Gebühr, Sportel	shulk	ongkos	haqq, kerāyeh	плата	tarifa, derechos	nauli, ada, gharama
1345	利益、利潤、得	りえき、りじゅん、とく	profit/gain/interest	lāpam	லாபம்	profit, bénéfice	ribḥ, maksab	lìyì, yìchu	Gewinn, Vorteil	lābh	laba, keuntungan	sūd' fāyedeh	прибыль, польза, выгода	ganancia	faida
1346	損	そん	loss	naṭṭam	நட்டம்	perte	ḫasārah	sǔnshī	Verlust	hāni	kerugian	khasārat	убыток, утрата	pérdida	hasara
1347	取引	とりひき	transactions/business/trade	koṭukkal vāṅkal	கோடுக்கல் வாங்கல்	transaction, affaires, commerce	musāwamah, taʿāmul	jiāoyi	Geschäft, Handel	vyavahār 	transaksi	mo(āmaleh	торговые сношения	tráfico, negocio	biashara, uchumi
1348	贈り物	おくりもの	present/gift	an̠paḷippu	அன்பளிப்பு	don, présent, cadeau	hadīyah	lǐwù	Geschenk	upahār	hadiah	hadīyeh	дар, подарок	regalo	zawadi
1349	刺繍	ししゅう	embroidery	cittirat taiyal vēlai	சித்திரத் தையல் வேலை	broderie	taṭrīz	cìxiù	Strickerei	kasīdā	sulaman	goldūzī	вышивка	bordadura	tarizi
1350	炊事	すいじ	cookery	camaiyal	சமையல்	cuisine	ṭibāḫah	pēngtiáo	Kochen	rasōī	pemasakan	āshpazī	приготовление пищи	cocina	kazi ya kupika
1351	装飾	そうしょく、かざり	decoration/ornament	alaṅkāram, āparaṇam	அலங்காரம், ஆபரணம்	décoration, ornement	tazyīn, ḥilyah	zhuāngshì	Schmuck, Verzierung,???	vibhūṣan	perhiasan	ārāyesh, zīnat	орнамент, украшение	decoración, ornamento	pambo
1352	品物	しなもの	article	cāmān̠	சாமான்	article	biḍāʿah	dōngxi	Artikel	vastu	barang	kālā	вещь	artículo	kitu, vyombo
1353	獲物	えもの	booty/game	vēṭṭaipporuḷ	வேட்டைப்போருள்	gibier, butin	salb	lièwù	Beute	shikār	perburuan	shekār, ghanīmat	добыча	caza, presa	mateka, nyara
1354	土産	みやげ	souvenir	ñāpakaccin̠n̠am	ஞாபகச்சின்னம்	cadeau, souvenir	hadīyah	lǐwù	Andenken	smārikā	oléh-oléh	soughāt	сувенир	regalo, recuerdo	hida, zawadi
1355	収穫物	しゅうかくぶつ	harvest/ingathering	ar̠uvaṭai	அறுவடை	récolte, moisson	ḥaṣīdah	shōuhuò	Ernte	paidāwār	pemungutan	hāsel	урожай	cosecha	mavuno
1356	作物、農作物	さくもつ、のうさくぶつ	crop	payir	பயிர்	produit agricole	maḥṣūl	zhuāngjia	Getreide	phasal	tanaman	mahsūl	культура	producto agrícola	mazao ya shamba
1357	荷、荷物	に、にもつ	load/baggage	mūṭṭai	மூட்டை	charge, fardeau, bagage	ḥiml	dànz	Last	bōjh	muatan	bār	ноша, груз	carga	mzigo, bidhaa
1358	切手	きって	postal stamp	tapāl talai	தபால் தலை	timbre	ṭābiʿu lbarīd	yóupiào	Briefmarke	ḍāk-ṭikaṭ	perangko	tambr	(почтовая) марка	sello	stampu
1359	原料、材料	げんりょう、ざいりょう	material/stuff	poruḷ	போருள்	matière	mawādd ḫām, māddah	yuánliào, cáiliào	(Roh)stoff, (Roh)material	sāmgrī	bahan	mavādd-e-khām, mavādd	сырьё, материя, материал	material	kitu cha asili
1360	食料	しょくりょう	food stuff	uṇavuppatārttam	உணவுப்பதார்த்தம்	vivres	māddah ġad̠a'īyah	liángshi	Lebensmittel	anna sāmgrī	pangan	khwār-bār	пища	víveres	chakula, posho, kilaji
1361	屑	くず、ごみ	scrap/rubbish	tuṇṭu/kuppai	துண்டு/குப்பை	déchets, débris	kisrah	lājī	Stückchen	kūṛā	sampah	āshghāl	хлам, мусор	desperdicio, deshecho	takataka
1362	木材、材木	もくざい、ざいもく	timber/wood	maram	மரம்	bois (de construction)	ḫašab	mùcái	Holz 	lakṛī	kaju	chūb	(строевой) лес	madera	mbao
1363	セメント	セメント	cement	cimaṇṭi	சிமண்டி	ciment	ismint	shuǐní	Zement	sīmēnṭ	semén	sīmān	цемент	cemento	saruji, sementi
1364	瓦、タイル	かわら、タイル	tile	ōṭu/tail	ஓடு/தைல்	tuile, carreau	tarbīʿah	wǎ 	Dachziegel	khaprail	genting	kāshī	черепица, изразец	teja	kigae
1365	煉瓦	れんが	brick	ceṅkal	சேங்கல்	brique	ājurr	zhuān	Ziegel	īnṭ	batu bata	ājor	кирпич	ladrillo	tofali
1366	燃料	ねんりょう	fuel	ericakti	ஏரிசக்தி	combustible	waqūd	ránliào	Brennstoff	īndhan	bahan bakar	sūkht	топливо	combustible	kitu cha kuchoma
1367	薪	まき、たきぎ	fuel/firewood	vir̠aku	விறகு	bois à brûler	waqūdun ḫašabī	cháihuo	Holz 	īndhan	kaju bakar	hīzom	дрова	leño	kuni
1368	炭	すみ	charcoal	marakkari	மரக்கரி	charbon de bois	faḥmun ḥaṭab	mùtàn	Holzkohle	lakṛī ka kōylā	arang	zoghāl	уголь	carbón de leña	makaa
1369	石炭	せきたん	coal	nilakkari	நிலக்கரி	ouille, charbon de terre	faḥmu ḥaṭab	méi	Kohle	kōylā	batu bara	zoghāl-e-sang	(каменный) уголь	carbón de piedra	makaa ya mawe
1370	石油	せきゆ	petroleum	maṇṇen̠ṇey	மண்ணேன்ணேய்	pétrole	bitrūl	shíyóu	Steinöl	paitrōliyam	minjak tanah	naft	нефть, керосин	petróleo	petroli
1371	肥料	ひりょう	manure	eru, uram	ஏரு, உரம்	engrais, fumier	samād	féiliào	Dünger	khād	pupuk, rabut	kūd 	удобрение	abono	samadi, mbolea
1372	蝋	ろう	wax	mel̠uku	மேழுகு	cire	šamʿ	là	Wachs	mōm	lilin	mūm	воск	cera	nta
1373	ゴム	ゴム	rubber/india-rubber	rappar	ரப்பர்	gomme, caoutcouc	maṭṭāṭ	xiàngpi	Gummi	rabar	karét	lāstīk	резина	caucho, goma	mpira
1374	糊	のり	paste	pacai	பசை	colle	ʿajinātu laṣq	jiànghu	Pasta, Stärke	lēī	perekat, kandji	chasb	клей	cola	gundi, wambisho
1375	ペンキ	ペンキ	paint	varṇam	வர்ணம்	peinture	dihān, ṭilā'	yóuqī	Ölfarbe	ranglēp	tjat	rang	краска	pintura	rangi
1376	竿	さお	rod/pole	taṭi	தடி	perche, gaule	ʿaṣā, qaḍīb	gānz	Stange, Stab	ballī	galah	(asā	шест	vara	mwanzi
1377	釣り竿	つりざお	fishing-rod	tūṇṭil kampu	தூண்டில் கம்பு	canne à pêche	ʿaṣā ṣaydi ssamak	diàogān	Angelrute	mātsya ballī	batang pantjing	chūb-e-māhī-gīrī	удилище	caña de pescar	mwanzi ya kuvulia samaki
1378	管	くだ	tube/pipe	kul̠āy	குழாய்	tube, tuyau	unbūbah	guǎn	Rohr, Röhre	nalī	pipa	lūleh	труба	tubo	mfereji, mrija, tiubu, bomba
1379	ピン	ピン	pin	kuṇṭūci	குண்டூசி	épingle	dabbūs	biézhēn	Nadel	daṇḍ	djarum penjemat	sanjāq	булавка	alfiler	kisumari, pini
1380	釘	くぎ	nail	nakam	நகம்	clou	mismār	dīngz	Nagel	kīl	paku	mīkh	гвоздь	clavo	msumari
1381	杖、ステッキ	つえ、ステッキ	stick	kucci	குச்சி	canne, stick	ʿaṣā, qaḍīb	shǒuzhàng	Stock	bēnt	tongkat	(asā	палка, трость	bastón	fimbo, mkongojo, bakora
1382	鞭（打つ）	むち	whip (V)	cavukku	சவுக்கு	fouet, cravache	sawṭ	biānz	Peitsche	kōṛā	tjemeti	shallāq, tāziyāneh	кнут	látigo	henzerani, mjeledi
1383	手綱	たづな	rein(s)/bridle	kaṭivāḷam	கடிவாளம்	bride, rêne(s)	lijām	jiāngsheng	Zügel	kavikā	tali kekang	(enān	вожжи	rienda, brida	vigwe
1384	蹄鉄	ていてつ	horse-shoe	kutirai lāṭam	குதிரை லாடம்	fer à cheval	naʿalatu lfaras	mǎzhǎng	Pferdebeschlag	nāl	tapal kuda, ladam	na(l	подкова	herradura	chuma cha kupigilia za farasi, ukwato
1385	針金	はりがね	wire	kampi/vayar	கம்பி/வயர்	fil de fer	ḫayṭ maʿdanī	tiěsī	Draht	tāl	kawat	sīm	проволока	alambre	uzi wa madini, seng'enge, waya
1386	弦	げん	chord/bowstring	narampu/nān̠	நரம்பு/நான்	corde	watar	xián	Saite	pratyancā	tali busur	zeh	струна	cuerda	utari
1387	縄	なわ	cord/straw rope	kayir̠u	கயிறு	corde, lien	ḥabl, marasah	shéngz	Seil	ḍōrī	tali	tanāb	верёвка, канат	cuerda, soga	kamba, ugwe
1388	釣り糸	つりいと	fishing-line	tūṇṭil kayir̠u	தூண்டில் கயிறு	ligne de pêche	ḫayṭun liṣayd ssamak	diàosī	Angelschnur	bansī-ḍōrī	tali kail	rīsmān-e-māhi-gīrī	леса, лёска	sedal	mshipi
1389	鎖	くさり	chain	caṅkili	சங்கிலி	chaîne	silsilah	liànz	Kette	shrinklā	rantai	zanjīr	цепь	cadena	mnyororo, mkufu, cheini
1390	綿	わた	cotton/wadding	pañcu	பஞ்சு	coton, ouate	quṭn	miánhuā	Baumwolle	rūī	kapas	panbeh	хлопок, вата	algodón	pamba
1391	羊毛	ようもう	wool	kampaḷi	கம்பளி	laine	ṣūf 	yángmáo	Wolle	ūn	wol	pashm	шерсть	lana	sufu, usufu,???
1392	木綿	もめん	cotton	parutti	பருத்தி	coton 	quṭn	miánbù	Baumwolle	kapās	kapas	panbeh	хлопчатая бумага	algodón	pamba
1393	絹	きぬ	silk	paṭṭu	பட்டு	soie	ḥarīr	sī	Seide	rēsham	sutera	abrīsham	шёлк	seda 	hariri
