NUMBER	ENGLISH	FRENCH	LWT_IDs_(partial)	LWT_names_(partial)	categoryID	subcategoryID	subsubcategoryID	categoryNAME	subcategoryNAME	subsubcategoryNAME
1653	they (human)	ils (humains)			12	1		GRAMMATICAL ITEMS	PRONOUNS	
1654	here	ici	24.09	here	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1655	there	là	24.10	there	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1656	far	loin, éloigné, lointain	12.44	far	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1657	near	proche, près	12.43	near	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1658	north	nord	12.47	the north	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1659	south	sud	12.48	the south	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1660	east	est	12.45	the east	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1661	west	ouest	12.46	the west	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1662	up	en haut	12.08	up	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1663	down	en bas	12.03	down	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1664	forward (direction)	en avant			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1665	backward (direction)	en arrière			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1666	right (direction)	(à) droite			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1667	left (direction)	(à) gauche			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1668	over, above	par dessus, au-dessus			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1669	under, below	sous, en-dessous			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1670	in front of, before	devant			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1671	behind	derrière, en arrière	12.011	behind	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1672	beside	à côté de	12.02	beside	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1673	inside	à l'intérieur	12.05	inside	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1674	outside	(en) dehors	12.06	outside	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1675	between	entre			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1676	towards	vers (direction)			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1677	away from	de (direction)			12	2		GRAMMATICAL ITEMS	RELATIONALS	
1678	with	avec	24.04	with	12	2		GRAMMATICAL ITEMS	RELATIONALS	
1679	this (man)	ce (monsieur)-ci			12	3		GRAMMATICAL ITEMS	DEMONSTRATIVES, ARTICLES	
1680	that (man)	ce(monsieur)-là			12	3		GRAMMATICAL ITEMS	DEMONSTRATIVES, ARTICLES	
1681	some (men)	quelques (messieurs)			12	3		GRAMMATICAL ITEMS	DEMONSTRATIVES, ARTICLES	
1682	other (men)	d'autres (messieurs)			12	3		GRAMMATICAL ITEMS	DEMONSTRATIVES, ARTICLES	
1683	who?	qui?	17.68	who?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1684	what?	quoi?	17.64	what?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1685	which (one)?	(le) quel?			12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1686	where?	où?	17.66	where?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1687	when?	quand?	17.65	when?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1688	why?	pourquoi?	17.69	why?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1689	how?	comment?	17.61	how?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1690	how many?	combien?	17.62	how many?	12	4		GRAMMATICAL ITEMS	QUESTION WORDS	
1691	and	et	17.51	and	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1692	if	si	17.53	if	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1693	because	parce que	17.52	because	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1694	perhaps	peut-être			12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1695	really, truly	vraiment, réellement			12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1696	well (adv)	bien			12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1697	poorly	mal, médiocrement, peu bien			12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1698	only	seulement	13.33	only	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1699	yes	oui	17.55	yes	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
1700	no	non	17.56	no	12	5		GRAMMATICAL ITEMS	CONJUNCTIONS ADVERBIALS, ETC	
